Name,Scaffold_SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumValenceElectrons,NumRadicalElectrons,QED
Cefalotin,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,280.374,1.204,1.0,4.0,49.41,3.0,1.0,2.0,1.0,6.0,94.0,0.0,0.847
Cefdinir,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,294.361,0.425,2.0,6.0,86.15,3.0,1.0,2.0,1.0,8.0,98.0,0.0,0.625
Cefoxitin,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,280.374,1.204,1.0,4.0,49.41,3.0,1.0,2.0,1.0,6.0,94.0,0.0,0.847
Cefprozil,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,274.345,1.143,1.0,3.0,49.41,3.0,1.0,2.0,1.0,5.0,98.0,0.0,0.841
Cefradine,O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12,276.361,1.567,1.0,3.0,49.41,3.0,0.0,3.0,1.0,5.0,100.0,0.0,0.629
Ceftibuten,C=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,293.373,1.07,1.0,5.0,62.3,3.0,1.0,2.0,1.0,7.0,98.0,0.0,0.669
Ceftizoxime,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,294.361,0.425,2.0,6.0,86.15,3.0,1.0,2.0,1.0,8.0,98.0,0.0,0.625
Cefuroxime,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1ccco1,277.305,0.561,2.0,5.0,86.4,3.0,1.0,2.0,1.0,7.0,98.0,0.0,0.624
Celecoxib,c1ccc(-c2ccnn2-c2ccccc2)cc1,220.275,3.539,0.0,2.0,17.82,2.0,3.0,0.0,0.0,2.0,82.0,0.0,0.646
Cephalexin,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,274.345,1.143,1.0,3.0,49.41,3.0,1.0,2.0,1.0,5.0,98.0,0.0,0.841
Cephaloglycin,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,274.345,1.143,1.0,3.0,49.41,3.0,1.0,2.0,1.0,5.0,98.0,0.0,0.841
Cephapirin,O=C(CSc1ccncc1)NC1C(=O)N2C=CCSC12,307.4,1.087,1.0,5.0,62.3,4.0,1.0,2.0,1.0,7.0,104.0,0.0,0.666
Cerulenin,C1CO1,44.053,0.017,0.0,1.0,12.53,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.349
Cetirizine,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,252.361,2.681,1.0,2.0,15.27,3.0,2.0,1.0,1.0,2.0,98.0,0.0,0.903
Cevimeline,C1OC2(CS1)CN1CCC2CC1,185.292,1.172,0.0,3.0,12.47,0.0,0.0,4.0,4.0,3.0,68.0,0.0,0.562
Chenodeoxycholic acid,C1CCC2C(C1)CCC1C3CCCC3CCC21,232.411,5.029,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,96.0,0.0,0.549
Chlophedianol,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Chlorambucil,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Chloramphenicol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Chlordiazepoxide,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,221.283,1.32,1.0,1.0,26.33,1.0,2.0,1.0,0.0,2.0,82.0,0.0,0.752
Chlormerodrin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Chlormezanone,O=C1CCS(=O)(=O)C(c2ccccc2)N1,225.269,0.62,1.0,3.0,63.24,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.762
Chloroprocaine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Chloropyramine,c1ccc(CNc2ccccn2)cc1,184.242,2.694,1.0,2.0,24.92,3.0,2.0,0.0,0.0,2.0,70.0,0.0,0.793
Chloroquine,c1ccc2ncccc2c1,129.162,2.235,0.0,1.0,12.89,0.0,2.0,0.0,0.0,1.0,48.0,0.0,0.531
Chlorothiazide,O=S1(=O)N=CNc2ccccc21,182.204,0.829,1.0,3.0,58.53,0.0,1.0,1.0,0.0,5.0,62.0,0.0,0.646
Chloroxine,c1ccc2ncccc2c1,129.162,2.235,0.0,1.0,12.89,0.0,2.0,0.0,0.0,1.0,48.0,0.0,0.531
Chlorphenesin,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Chlorpheniramine,c1ccc(Cc2ccccn2)cc1,169.227,2.672,0.0,1.0,12.89,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.673
Chlorpromazine,c1ccc2c(c1)Nc1ccccc1S2,199.278,3.895,1.0,2.0,12.03,0.0,2.0,1.0,0.0,2.0,68.0,0.0,0.589
Chlorpropamide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Chlorthalidone,O=C1NC(c2ccccc2)c2ccccc21,209.248,2.519,1.0,1.0,29.1,1.0,2.0,1.0,0.0,2.0,78.0,0.0,0.768
Chlorzoxazone,O=c1[nH]c2ccccc2o1,135.122,1.121,1.0,2.0,46.0,0.0,2.0,0.0,0.0,3.0,50.0,0.0,0.588
Choline,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ciclopirox,O=c1cccc(C2CCCCC2)[nH]1,177.247,2.423,1.0,1.0,32.86,1.0,1.0,1.0,1.0,2.0,70.0,0.0,0.702
Cidofovir,O=c1nccc[nH]1,96.089,-0.23,1.0,2.0,45.75,0.0,1.0,0.0,0.0,3.0,36.0,0.0,0.485
Cilastatin,C1CC1,42.081,1.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.381
Cilazapril,O=C1C(NCCCc2ccccc2)CCCN2CCCCN12,301.434,2.211,1.0,3.0,35.58,5.0,1.0,2.0,2.0,4.0,120.0,0.0,0.847
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.469,3.465,1.0,6.0,81.93,7.0,2.0,2.0,1.0,7.0,144.0,0.0,0.756
Cimetidine,c1c[nH]cn1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
Cinitapride,O=C(NC1CCN(CC2CC=CCC2)CC1)c1ccccc1,298.43,3.237,1.0,2.0,32.34,4.0,1.0,2.0,1.0,3.0,118.0,0.0,0.866
Cinolazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Cinoxacin,O=c1cn[nH]c2cc3c(cc12)OCO3,190.158,0.652,1.0,4.0,64.21,0.0,2.0,1.0,0.0,5.0,70.0,0.0,0.662
Ciprofloxacin,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,269.348,1.746,1.0,4.0,37.27,2.0,2.0,2.0,2.0,4.0,104.0,0.0,0.902
Cisapride,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1,338.451,3.35,1.0,3.0,41.57,7.0,2.0,1.0,1.0,4.0,132.0,0.0,0.787
Cisplatin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Citalopram,c1ccc(C2OCc3ccccc32)cc1,196.249,3.306,0.0,1.0,9.23,1.0,2.0,1.0,0.0,1.0,74.0,0.0,0.68
Cladribine,c1ncc2ncn(C3CCCO3)c2n1,190.206,1.135,0.0,5.0,52.83,1.0,2.0,1.0,1.0,5.0,72.0,0.0,0.676
Clavulanate,C=C1CN2C(=O)CC2O1,125.127,0.089,0.0,2.0,29.54,0.0,0.0,2.0,2.0,3.0,48.0,0.0,0.429
Clenbuterol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Clevidipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Clidinium,O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1,322.428,2.039,1.0,2.0,30.74,4.0,2.0,3.0,3.0,3.0,124.0,0.0,0.873
Clindamycin,O=C(NCC1CCCCO1)C1CCCN1,212.293,0.424,2.0,3.0,50.36,3.0,0.0,2.0,2.0,4.0,86.0,0.0,0.713
Clobazam,O=C1CC(=O)N(c2ccccc2)c2ccccc2N1,252.273,2.694,1.0,2.0,49.41,1.0,2.0,1.0,0.0,4.0,94.0,0.0,0.793
Clobetasol,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Clocortolone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Clodronate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Clofarabine,c1ncc2ncn(C3CCCO3)c2n1,190.206,1.135,0.0,5.0,52.83,1.0,2.0,1.0,1.0,5.0,72.0,0.0,0.676
Clofibrate,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Clomipramine,c1ccc2c(c1)CCc1ccccc1N2,195.265,3.529,1.0,1.0,12.03,0.0,2.0,1.0,0.0,1.0,74.0,0.0,0.678
Clonazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Clonidine,c1ccc(NC2=NCCN2)cc1,161.208,1.058,2.0,3.0,36.42,1.0,1.0,1.0,0.0,3.0,62.0,0.0,0.646
Clopidogrel,c1ccc(CN2CCc3sccc3C2)cc1,229.348,3.306,0.0,2.0,3.24,2.0,2.0,1.0,0.0,2.0,82.0,0.0,0.763
Clorazepate,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Clotiazepam,O=C1CN=C(c2ccccc2)c2ccsc2N1,242.303,2.538,1.0,3.0,41.46,1.0,2.0,1.0,0.0,4.0,84.0,0.0,0.82
Cloxacillin,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,315.354,1.355,1.0,5.0,75.44,3.0,2.0,2.0,2.0,7.0,112.0,0.0,0.866
Cloxazolam,O=C1CN2CCOC2(c2ccccc2)c2ccccc2N1,280.327,2.172,1.0,3.0,41.57,1.0,2.0,2.0,1.0,4.0,106.0,0.0,0.87
Clozapine,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,278.359,2.727,2.0,4.0,39.66,0.0,2.0,2.0,1.0,4.0,106.0,0.0,0.778
Cocaine,O=C(OC1CC2CCC(C1)N2)c1ccccc1,231.295,2.126,1.0,3.0,38.33,2.0,1.0,2.0,2.0,3.0,90.0,0.0,0.792
Codeine,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,239.318,2.179,1.0,2.0,21.26,0.0,1.0,4.0,1.0,2.0,92.0,0.0,0.701
Colchicine,O=c1cccc2c(c1)CCCc1ccccc1-2,222.287,3.203,0.0,1.0,17.07,0.0,2.0,1.0,0.0,1.0,84.0,0.0,0.669
Conjugated Estrogens,O=C1CCC2C1CCC1c3ccccc3CCC12,240.346,3.722,0.0,1.0,17.07,0.0,1.0,3.0,2.0,1.0,94.0,0.0,0.675
Cortisone acetate,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1,258.361,3.307,0.0,2.0,34.14,0.0,0.0,4.0,3.0,2.0,102.0,0.0,0.668
Creatine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Cromoglicic acid,O=c1ccoc2cccc(OCCCOc3cccc4occc(=O)c34)c12,364.353,3.747,0.0,6.0,78.88,6.0,4.0,0.0,0.0,6.0,136.0,0.0,0.485
Crotamiton,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Cyclacillin,O=C(NC1C(=O)N2CCSC12)C1CCCCC1,254.355,0.967,1.0,3.0,49.41,2.0,0.0,3.0,3.0,5.0,94.0,0.0,0.747
Cyclandelate,O=C(Cc1ccccc1)OC1CCCCC1,218.296,3.105,0.0,2.0,26.3,3.0,1.0,1.0,1.0,2.0,86.0,0.0,0.729
Cyclizine,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,252.361,2.681,1.0,2.0,15.27,3.0,2.0,1.0,1.0,2.0,98.0,0.0,0.903
Cyclobenzaprine,C=C1c2ccccc2C=Cc2ccccc21,204.272,4.232,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,76.0,0.0,0.514
Cyclopentolate,c1ccc(CC2CCCC2)cc1,160.26,3.419,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,64.0,0.0,0.622
Cyclophosphamide,O=[PH]1NCCCO1,121.076,0.386,1.0,2.0,38.33,0.0,0.0,1.0,1.0,4.0,42.0,0.0,0.471
Cycloserine,O=C1CCON1,87.078,-0.562,1.0,2.0,38.33,0.0,0.0,1.0,1.0,3.0,34.0,0.0,0.43
Cyclothiazide,O=S1(=O)NC(C2CC3C=CC2C3)Nc2ccccc21,276.361,1.929,2.0,3.0,58.2,1.0,1.0,3.0,1.0,5.0,100.0,0.0,0.771
Cycrimine,c1ccc(C(CCN2CCCCC2)C2CCCC2)cc1,271.448,4.836,0.0,1.0,3.24,5.0,1.0,2.0,2.0,1.0,110.0,0.0,0.741
Cyproheptadine,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,273.379,4.356,1.0,1.0,12.03,0.0,2.0,2.0,1.0,1.0,104.0,0.0,0.642
Cyproterone,O=C1C=C2C=CC3C4CCCC4CCC3C2C2CC12,254.373,3.76,0.0,1.0,17.07,0.0,0.0,5.0,3.0,1.0,100.0,0.0,0.643
Cysteamine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Cytarabine,O=c1ncccn1C1CCCO1,166.18,0.552,0.0,4.0,44.12,1.0,1.0,1.0,1.0,4.0,64.0,0.0,0.612
Dacarbazine,c1c[nH]cn1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
Dalfampridine,c1ccncc1,79.102,1.082,0.0,1.0,12.89,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.453
Danazol,C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21,269.388,4.467,0.0,2.0,26.03,0.0,1.0,4.0,3.0,2.0,106.0,0.0,0.694
Dantrolene,O=C1CN(N=Cc2ccc(-c3ccccc3)o2)C(=O)N1,269.26,1.832,1.0,4.0,74.91,3.0,2.0,1.0,1.0,6.0,100.0,0.0,0.682
Dapiprazole,c1ccc(N2CCN(CCc3nnc4n3CCCC4)CC2)cc1,311.433,1.979,0.0,5.0,37.19,4.0,2.0,2.0,1.0,5.0,122.0,0.0,0.865
Dapsone,O=S(=O)(c1ccccc1)c1ccccc1,218.277,2.519,0.0,2.0,34.14,2.0,2.0,0.0,0.0,3.0,76.0,0.0,0.776
Darifenacin,c1ccc(C(c2ccccc2)C2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,383.535,5.318,0.0,2.0,12.47,6.0,3.0,2.0,1.0,2.0,148.0,0.0,0.571
Dasatinib,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,381.465,2.339,3.0,8.0,95.07,5.0,3.0,1.0,1.0,9.0,138.0,0.0,0.624
Debrisoquin,c1ccc2c(c1)CCNC2,133.194,1.332,1.0,1.0,12.03,0.0,1.0,1.0,0.0,1.0,52.0,0.0,0.563
Decamethonium,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Decitabine,O=c1ncncn1C1CCCO1,167.168,-0.053,0.0,5.0,57.01,1.0,1.0,1.0,1.0,5.0,64.0,0.0,0.588
Deferasirox,c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,297.361,4.601,0.0,3.0,30.71,3.0,4.0,0.0,0.0,3.0,110.0,0.0,0.553
Deferiprone,O=c1cc[nH]cc1,95.101,0.375,1.0,1.0,32.86,0.0,1.0,0.0,0.0,2.0,36.0,0.0,0.496
Delavirdine,O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1,306.369,2.525,1.0,3.0,52.23,2.0,3.0,1.0,1.0,5.0,116.0,0.0,0.791
Delorazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Desflurane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Desipramine,c1ccc2c(c1)CCc1ccccc1N2,195.265,3.529,1.0,1.0,12.03,0.0,2.0,1.0,0.0,1.0,74.0,0.0,0.678
Desloratadine,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,276.383,3.366,1.0,2.0,24.92,0.0,2.0,2.0,1.0,2.0,106.0,0.0,0.798
Desogestrel,C=C1CC2CCCC2C2CCC3=CCCCC3C12,242.406,5.115,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,98.0,0.0,0.517
Desonide,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,286.371,2.866,0.0,3.0,35.53,0.0,0.0,5.0,4.0,3.0,112.0,0.0,0.687
Desoximetasone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Desvenlafaxine,c1ccc(CC2CCCCC2)cc1,174.287,3.809,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70.0,0.0,0.639
Dexamethasone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Dexbrompheniramine,c1ccc(Cc2ccccn2)cc1,169.227,2.672,0.0,1.0,12.89,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.673
Dexfenfluramine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Dexmedetomidine,c1ccc(Cc2c[nH]cn2)cc1,158.204,2.0,1.0,1.0,28.68,2.0,2.0,0.0,0.0,2.0,60.0,0.0,0.711
Dexmethylphenidate,c1ccc(CC2CCCCN2)cc1,175.275,2.371,1.0,1.0,12.03,2.0,1.0,1.0,1.0,1.0,70.0,0.0,0.727
Dexrazoxane,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1,254.246,-3.097,2.0,6.0,98.82,3.0,0.0,2.0,2.0,8.0,98.0,0.0,0.518
Dextroamphetamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Dextromethorphan,c1ccc2c(c1)CC1NCCC23CCCCC13,227.351,3.033,1.0,1.0,12.03,0.0,1.0,3.0,2.0,1.0,90.0,0.0,0.718
Dezocine,c1ccc2c(c1)CC1CCCCCC2C1,200.325,4.297,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,80.0,0.0,0.586
Diazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Diazoxide,O=S1(=O)N=CNc2ccccc21,182.204,0.829,1.0,3.0,58.53,0.0,1.0,1.0,0.0,5.0,62.0,0.0,0.646
Dibucaine,c1ccc2ncccc2c1,129.162,2.235,0.0,1.0,12.89,0.0,2.0,0.0,0.0,1.0,48.0,0.0,0.531
Dichlorphenamide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Diclofenac,c1ccc(Nc2ccccc2)cc1,169.227,3.43,1.0,1.0,12.03,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.726
Dicloxacillin,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,315.354,1.355,1.0,5.0,75.44,3.0,2.0,2.0,2.0,7.0,112.0,0.0,0.866
Dicumarol,O=c1oc2ccccc2cc1Cc1cc2ccccc2oc1=O,304.301,3.49,0.0,4.0,60.42,2.0,4.0,0.0,0.0,4.0,112.0,0.0,0.532
Dicyclomine,C1CCC(C2CCCCC2)CC1,166.308,4.147,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,70.0,0.0,0.549
Didanosine,O=c1nc[nH]c2c1ncn2C1CCCO1,206.205,0.429,1.0,5.0,72.8,1.0,2.0,1.0,1.0,6.0,78.0,0.0,0.734
Dienestrol,C=C(C(=C)c1ccccc1)c1ccccc1,206.288,4.413,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,78.0,0.0,0.652
Diethylcarbamazine,C1CNCCN1,86.138,-0.821,2.0,2.0,24.06,0.0,0.0,1.0,1.0,2.0,36.0,0.0,0.402
Diethylpropion,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Diethylstilbestrol,C(=Cc1ccccc1)c1ccccc1,180.25,3.857,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,68.0,0.0,0.616
Diflorasone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Diflunisal,c1ccc(-c2ccccc2)cc1,154.212,3.354,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,58.0,0.0,0.591
Dihydrocodeine,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314,241.334,2.404,1.0,2.0,21.26,0.0,1.0,4.0,2.0,2.0,94.0,0.0,0.753
Dihydroxyaluminium,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Diloxanide,O=C(Oc1ccccc1)c1ccco1,188.182,2.499,0.0,3.0,39.44,2.0,2.0,0.0,0.0,3.0,70.0,0.0,0.537
Diltiazem,O=C1CC(c2ccccc2)Sc2ccccc2N1,255.342,3.862,1.0,2.0,29.1,1.0,2.0,1.0,0.0,3.0,90.0,0.0,0.838
Dimenhydrinate,O=c1[nH]c(=O)c2[n-]cnc2[nH]1.c1ccc(Cc2ccccc2)cc1,319.344,1.846,2.0,3.0,92.71,2.0,4.0,0.0,0.0,6.0,120.0,0.0,0.589
Dimercaprol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Dimethindene,C1=C(Cc2ccccn2)c2ccccc2C1,207.276,3.264,0.0,1.0,12.89,2.0,2.0,1.0,0.0,1.0,78.0,0.0,0.736
Dimethyl sulfoxide,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Dinoprostone,O=C1CCCC1,84.118,1.129,0.0,1.0,17.07,0.0,0.0,1.0,1.0,1.0,34.0,0.0,0.43
Diphemanil Methylsulfate,c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1,250.365,2.846,1.0,0.0,16.61,2.0,2.0,1.0,1.0,1.0,96.0,0.0,0.844
Diphenhydramine,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Diphenidol,c1ccc(C(CCCN2CCCCC2)c2ccccc2)cc1,293.454,5.085,0.0,1.0,3.24,6.0,2.0,1.0,1.0,1.0,116.0,0.0,0.717
Diphenylpyraline,c1ccc(C(OC2CCNCC2)c2ccccc2)cc1,267.372,3.545,1.0,2.0,21.26,4.0,2.0,1.0,1.0,2.0,104.0,0.0,0.914
Dipivefrin,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Disopyramide,c1ccc(Cc2ccccn2)cc1,169.227,2.672,0.0,1.0,12.89,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.673
Disulfiram,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Dobutamine,c1ccc(CCCNCCc2ccccc2)cc1,239.362,3.452,1.0,1.0,12.03,7.0,2.0,0.0,0.0,1.0,94.0,0.0,0.73
Dofetilide,c1ccc(CCNCCOc2ccccc2)cc1,241.334,2.898,1.0,2.0,21.26,7.0,2.0,0.0,0.0,2.0,94.0,0.0,0.753
Dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,1.0,4.0,62.4,2.0,2.0,4.0,4.0,5.0,124.0,0.0,0.862
Domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,391.475,2.7,2.0,5.0,78.82,5.0,4.0,1.0,1.0,7.0,150.0,0.0,0.549
Donepezil,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,319.448,4.344,0.0,2.0,20.31,4.0,2.0,2.0,1.0,2.0,124.0,0.0,0.835
Dopamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Dorzolamide,O=S1(=O)CCCc2ccsc21,188.273,1.468,0.0,3.0,34.14,0.0,1.0,1.0,0.0,4.0,60.0,0.0,0.618
Doxapram,O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,350.462,2.441,1.0,3.0,41.57,5.0,2.0,2.0,2.0,4.0,136.0,0.0,0.901
Doxazosin,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,376.416,2.118,0.0,6.0,67.79,2.0,3.0,2.0,1.0,7.0,142.0,0.0,0.683
Doxepin,C=C1c2ccccc2COc2ccccc21,208.26,3.641,0.0,1.0,9.23,0.0,2.0,1.0,0.0,1.0,78.0,0.0,0.642
Doxylamine,c1ccc(Cc2ccccn2)cc1,169.227,2.672,0.0,1.0,12.89,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.673
Droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,361.445,3.539,1.0,4.0,58.1,6.0,3.0,1.0,0.0,5.0,138.0,0.0,0.683
Drospirenone,O=C1C=C2C(CC1)C1CCC3C(C4CC4C34CCC(=O)O4)C1C1CC21,338.447,3.526,0.0,3.0,43.37,0.0,0.0,7.0,6.0,3.0,132.0,0.0,0.635
Drostanolone,O=C1CCC2C(CCC3C4CCCC4CCC23)C1,246.394,4.208,0.0,1.0,17.07,0.0,0.0,4.0,4.0,1.0,100.0,0.0,0.626
Drotaverine,C(=C1NCCc2ccccc21)c1ccccc1,221.303,3.33,1.0,1.0,12.03,1.0,2.0,1.0,0.0,1.0,84.0,0.0,0.779
Duloxetine,c1csc(COc2cccc3ccccc23)c1,240.327,4.48,0.0,2.0,9.23,3.0,3.0,0.0,0.0,2.0,84.0,0.0,0.656
